work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Job_Category,region
2023,MI,FT,Data Analyst,65000,USD,65000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,ETL Developer,143800,USD,143800,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,ETL Developer,95800,USD,95800,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Machine Learning Engineer,166000,USD,166000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Machine Learning Engineer,73100,USD,73100,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Data Engineer,114000,USD,114000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,72000,USD,72000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Analyst,102500,USD,102500,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,65000,USD,65000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Machine Learning Engineer,258700,USD,258700,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,160000,USD,160000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Scientist,203649,USD,203649,Namibia,100,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,183284,USD,183284,Namibia,100,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,56000,EUR,60462,Namibia,100,Namibia,L,Data Scientist,Europe
2023,EN,FT,Data Analyst,27000,GBP,33220,Namibia,0,Namibia,M,Data Analyst,Europe
2023,EN,FT,Data Analyst,27000,GBP,33220,Namibia,0,Namibia,M,Data Analyst,Europe
2023,MI,FT,Data Specialist,81800,USD,81800,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Specialist,70800,USD,70800,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Analyst,130000,USD,130000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,80850,USD,80850,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Machine Learning Engineer,215000,USD,215000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,146900,USD,146900,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Strategist,242000,USD,242000,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Strategist,106200,USD,106200,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Machine Learning Engineer,165000,USD,165000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Machine Learning Engineer,135000,USD,135000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,EN,FT,Data Analyst,75065,USD,75065,Namibia,100,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,41419,USD,41419,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Engineer,145000,USD,145000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,120000,USD,120000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Prompt Engineer,184000,USD,184000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Prompt Engineer,112000,USD,112000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,EN,FT,Data Scientist,100000,USD,100000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,EN,FT,Data Scientist,70000,USD,70000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Business Intelligence Developer,45000,GBP,55368,Namibia,0,Namibia,M,Business Intelligence,Europe
2023,MI,FT,Business Intelligence Developer,25000,GBP,30760,Namibia,0,Namibia,M,Business Intelligence,Europe
2023,MI,FT,Data Scientist,135700,USD,135700,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,108560,USD,108560,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Research Engineer,300000,USD,300000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Research Engineer,180000,USD,180000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Business Intelligence Analyst,189000,USD,189000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Business Intelligence Analyst,118100,USD,118100,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Science Lead,148300,USD,148300,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Science Lead,84700,USD,84700,Namibia,0,Namibia,M,Other,Americas
2023,EN,FT,Research Engineer,32982,GBP,40581,Namibia,0,Namibia,M,Data Engineer,Africa
2023,EN,FT,Research Engineer,31396,GBP,38629,Namibia,0,Namibia,M,Data Engineer,Africa
2023,SE,FT,ML Engineer,275000,USD,275000,Namibia,0,Namibia,M,Data Engineer,Europe
2023,SE,FT,ML Engineer,121200,USD,121200,Namibia,0,Namibia,M,Data Engineer,Europe
2023,MI,FT,Analytics Engineer,149925,USD,149925,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Analytics Engineer,91260,USD,91260,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,BI Developer,70000,GBP,86128,Namibia,0,Namibia,M,Business Intelligence,Europe
2023,SE,FT,BI Developer,60600,GBP,74562,Namibia,0,Namibia,M,Business Intelligence,Europe
2023,SE,FT,Data Scientist,277000,USD,277000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,173000,USD,173000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,242000,USD,242000,Namibia,0,Namibia,M,Data Scientist,Oceania
2023,SE,FT,Data Scientist,106200,USD,106200,Namibia,0,Namibia,M,Data Scientist,Oceania
2023,MI,FT,Data Quality Manager,56000,GBP,68902,Namibia,0,Namibia,M,Other,Europe
2023,MI,FT,Data Quality Manager,40000,GBP,49216,Namibia,0,Namibia,M,Other,Europe
2023,SE,FT,Applied Scientist,250900,USD,250900,Namibia,0,Namibia,M,Research Scientist,Americas
2023,SE,FT,Applied Scientist,135200,USD,135200,Namibia,0,Namibia,M,Research Scientist,Americas
2023,SE,FT,Data Scientist,187415,USD,187415,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,114080,USD,114080,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,220000,USD,220000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,137500,USD,137500,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Analyst,119000,USD,119000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,52100,USD,52100,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Business Intelligence Developer,120000,USD,120000,Namibia,100,Namibia,M,Business Intelligence,Americas
2023,SE,FT,Business Intelligence Developer,102000,USD,102000,Namibia,100,Namibia,M,Business Intelligence,Americas
2023,EN,FT,Data Analyst,64000,USD,64000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,60000,USD,60000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Engineer,179000,USD,179000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,112000,USD,112000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,EN,FT,Data Analyst,65000,USD,65000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,54000,USD,54000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Business Intelligence Analyst,119000,USD,119000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Business Intelligence Analyst,52100,USD,52100,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Engineer,152000,USD,152000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,99000,USD,99000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,EX,FT,Head of Data,90000,GBP,110736,Namibia,100,Namibia,M,Other,Europe
2023,EX,FT,Head of Data,75000,GBP,92280,Namibia,100,Namibia,M,Other,Europe
2023,SE,FT,Machine Learning Engineer,250000,USD,250000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,EN,FT,Data Scientist,113800,USD,113800,Namibia,0,Namibia,M,Data Scientist,Americas
2023,EN,FT,Data Scientist,63200,USD,63200,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,210000,USD,210000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,160000,USD,160000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Engineer,170000,USD,170000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,130000,USD,130000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Research Scientist,247600,USD,247600,Namibia,0,Namibia,L,Research Scientist,Americas
2023,SE,FT,Research Scientist,127300,USD,127300,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Data Analyst,85000,USD,85000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,65000,USD,65000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Machine Learning Engineer,125000,USD,125000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Machine Learning Engineer,100000,USD,100000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Scientist,160000,USD,160000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,140000,USD,140000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Engineer,247300,USD,247300,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,139700,USD,139700,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Analyst,192000,USD,192000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,138240,USD,138240,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Scientist,170000,USD,170000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,130000,USD,130000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Architect,100000,USD,100000,Namibia,100,Namibia,M,Other,Americas
2023,SE,FT,Data Architect,90000,USD,90000,Namibia,100,Namibia,M,Other,Americas
2023,SE,FT,Data Analyst,170000,USD,170000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,130000,USD,130000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Engineer,186000,USD,186000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,81800,USD,81800,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,180514,USD,180514,Namibia,100,Namibia,M,Data Engineer,Europe
2023,SE,FT,Data Engineer,108308,USD,108308,Namibia,100,Namibia,M,Data Engineer,Europe
2023,SE,FT,Data Engineer,166000,USD,166000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,73100,USD,73100,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Analyst,115950,USD,115950,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,69570,USD,69570,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Science,142300,USD,142300,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Science,71200,USD,71200,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Science,179000,USD,179000,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Science,106500,USD,106500,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Analyst,119200,USD,119200,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,86600,USD,86600,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Engineer,140544,USD,140544,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,82673,USD,82673,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Business Intelligence Engineer,108350,USD,108350,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Business Intelligence Engineer,78800,USD,78800,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,162540,USD,162540,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,87570,USD,87570,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Architect,213600,USD,213600,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Architect,103200,USD,103200,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Engineer,140000,USD,140000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,90000,USD,90000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Scientist,212000,USD,212000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,93300,USD,93300,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Applied Scientist,222200,USD,222200,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Applied Scientist,136000,USD,136000,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Data Scientist,157000,USD,157000,Namibia,100,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,144000,USD,144000,Namibia,100,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Engineer,210000,USD,210000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,160000,USD,160000,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Scientist,179000,USD,179000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,112000,USD,112000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Analytics Engineer,221300,USD,221300,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Analytics Engineer,147500,USD,147500,Namibia,100,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,179000,USD,179000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,112000,USD,112000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Science Consultant,116000,USD,116000,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Science Consultant,90000,USD,90000,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Applied Scientist,222200,USD,222200,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Applied Scientist,136000,USD,136000,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Data Engineer,130400,USD,130400,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,74500,USD,74500,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Machine Learning Engineer,207700,USD,207700,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,133700,USD,133700,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Analyst,120000,USD,120000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,100000,USD,100000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Data Engineer,179000,USD,179000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,112000,USD,112000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Modeler,140000,USD,140000,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Modeler,90000,USD,90000,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Research Scientist,260000,USD,260000,Namibia,0,Namibia,M,Research Scientist,Americas
2023,SE,FT,Research Scientist,230000,USD,230000,Namibia,0,Namibia,M,Research Scientist,Americas
2023,SE,FT,Data Modeler,130000,USD,130000,Namibia,100,Namibia,M,Other,Americas
2023,SE,FT,Data Modeler,110000,USD,110000,Namibia,100,Namibia,M,Other,Americas
2023,MI,FT,Data Scientist,110000,USD,110000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,90000,USD,90000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,310000,USD,310000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,245000,USD,245000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Research Scientist,210000,USD,210000,Namibia,0,Namibia,M,Research Scientist,Americas
2023,MI,FT,Research Scientist,160000,USD,160000,Namibia,0,Namibia,M,Research Scientist,Americas
2023,MI,FT,Data Specialist,85000,USD,85000,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Specialist,75000,USD,75000,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Machine Learning Engineer,280000,USD,280000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,196000,USD,196000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Machine Learning Engineer,212000,USD,212000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Machine Learning Engineer,93300,USD,93300,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Science,230000,USD,230000,Namibia,100,Namibia,M,Other,Americas
2023,SE,FT,Data Science,115000,USD,115000,Namibia,100,Namibia,M,Other,Americas
2023,MI,FT,Data Scientist,75000,USD,75000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,70000,USD,70000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Machine Learning Scientist,233500,USD,233500,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Scientist,137500,USD,137500,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,MI,FT,Data Scientist,166000,USD,166000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,73100,USD,73100,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Science,176875,USD,176875,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Science,84750,USD,84750,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Engineer,251250,USD,251250,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,120750,USD,120750,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,106050,USD,106050,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,80420,USD,80420,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Scientist,120000,USD,120000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,90000,USD,90000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,147400,USD,147400,Namibia,0,Namibia,M,Data Scientist,Americas
2023,MI,FT,Data Scientist,107682,USD,107682,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Analyst,145000,USD,145000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,95000,USD,95000,Namibia,100,Namibia,M,Data Analyst,Americas
2023,EN,FT,Research Analyst,80000,USD,80000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Research Analyst,50000,USD,50000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Product Manager,175000,USD,175000,Namibia,100,Namibia,M,Other,Americas
2023,SE,FT,Data Product Manager,150000,USD,150000,Namibia,100,Namibia,M,Other,Americas
2023,EN,FT,Data Scientist,26800,GBP,32974,Namibia,0,Namibia,M,Data Scientist,Europe
2023,EN,FT,Data Scientist,26800,GBP,32974,Namibia,0,Namibia,M,Data Scientist,Europe
2023,SE,FT,Data Architect,178600,USD,178600,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Architect,67200,USD,67200,Namibia,0,Namibia,M,Other,Americas
2023,EN,FT,Data Analyst,118750,USD,118750,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,106875,USD,106875,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Engineer,186000,USD,186000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,81800,USD,81800,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Analyst,142000,USD,142000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,128000,USD,128000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,140130,USD,140130,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,84870,USD,84870,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Machine Learning Engineer,262000,USD,262000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,186000,USD,186000,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Research Scientist,247600,USD,247600,Namibia,0,Namibia,L,Research Scientist,Americas
2023,SE,FT,Research Scientist,127300,USD,127300,Namibia,0,Namibia,L,Research Scientist,Americas
2023,MI,FT,Data Analyst,85000,USD,85000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,58500,USD,58500,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,48000,GBP,59059,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,39000,GBP,47985,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,93918,USD,93918,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Analyst,51962,USD,51962,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Business Intelligence Manager,120000,USD,120000,Namibia,0,Namibia,M,Business Intelligence,Americas
2023,MI,FT,Business Intelligence Manager,100000,USD,100000,Namibia,0,Namibia,M,Business Intelligence,Americas
2023,SE,FT,Data Scientist,205670,USD,205670,Namibia,0,Namibia,M,Data Scientist,Oceania
2023,SE,FT,Data Scientist,124233,USD,124233,Namibia,0,Namibia,M,Data Scientist,Oceania
2023,SE,FT,Data Engineer,173000,USD,173000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,140000,USD,140000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,ML Engineer,291500,USD,291500,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,ML Engineer,180200,USD,180200,Namibia,0,Namibia,M,Data Engineer,Americas
2023,EN,FT,Data Analyst,23000,GBP,28299,Namibia,0,Namibia,M,Data Analyst,Europe
2023,EN,FT,Data Analyst,23000,GBP,28299,Namibia,0,Namibia,M,Data Analyst,Europe
2023,SE,FT,Data Scientist,185000,USD,185000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,152000,USD,152000,Namibia,0,Namibia,M,Data Scientist,Americas
2023,SE,FT,Machine Learning Engineer,255800,USD,255800,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,170600,USD,170600,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Data Engineer,146850,USD,146850,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,106800,USD,106800,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,200000,USD,200000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Engineer,117000,USD,117000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,MI,FT,Data Manager,151700,USD,151700,Namibia,0,Namibia,L,Other,Americas
2023,MI,FT,Data Manager,63000,USD,63000,Namibia,0,Namibia,L,Other,Americas
2023,EN,FT,Analytics Engineer,43000,USD,43000,Namibia,0,Namibia,L,Data Engineer,Europe
2023,SE,FT,Data Scientist,239900,USD,239900,Namibia,100,Namibia,M,Data Scientist,Americas
2023,SE,FT,Data Scientist,159900,USD,159900,Namibia,100,Namibia,M,Data Scientist,Americas
2023,EN,FT,Data Analyst,162240,USD,162240,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Data Analyst,47840,USD,47840,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Engineer,130410,USD,130410,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,92000,USD,92000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Science,270250,USD,270250,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Data Science,144000,USD,144000,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Business Intelligence Analyst,176875,USD,176875,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Business Intelligence Analyst,84750,USD,84750,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,92000,USD,92000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,MI,FT,Data Analyst,69000,USD,69000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Research Engineer,184800,USD,184800,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Research Engineer,107100,USD,107100,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,130410,USD,130410,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,92000,USD,92000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,333500,USD,333500,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,176000,USD,176000,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Applied Scientist,257400,USD,257400,Namibia,0,Namibia,M,Research Scientist,Americas
2023,SE,FT,Applied Scientist,138600,USD,138600,Namibia,0,Namibia,M,Research Scientist,Americas
2023,MI,FT,Data Analytics Manager,242100,USD,242100,Namibia,0,Namibia,M,Other,Americas
2023,MI,FT,Data Analytics Manager,116200,USD,116200,Namibia,0,Namibia,M,Other,Americas
2023,SE,FT,Research Analyst,230000,USD,230000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Research Analyst,210000,USD,210000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Data Engineer,114300,USD,114300,Namibia,0,Namibia,M,Data Engineer,Americas
2023,SE,FT,Data Engineer,89600,USD,89600,Namibia,0,Namibia,M,Data Engineer,Americas
2023,EN,FT,Business Intelligence Analyst,85000,USD,85000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,EN,FT,Business Intelligence Analyst,65000,USD,65000,Namibia,0,Namibia,M,Data Analyst,Americas
2023,SE,FT,Machine Learning Engineer,266875,USD,266875,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
2023,SE,FT,Machine Learning Engineer,128250,USD,128250,Namibia,0,Namibia,M,Machine Learning Engineer,Americas
