work_year,experience_level,employment_type,job_title,salary,employee_residence,workplace_type,company_location,company_size,Job_Category,region
2023,Senior,Full Time,Machine Learning Engineer,176000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Architect,263100,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,126300,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Machine Learning Engineer,319000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,221000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Engineer,200000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,150000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,220000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,190000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Product Owner,86128,Namibia,In Person,Namibia,M,Data Management,Europe
2023,Mid,Full Time,Data Product Owner,55926,Namibia,In Person,Namibia,M,Data Management,Europe
2023,Senior,Full Time,Data Analyst,116700,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,93400,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Developer,100000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Developer,95000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Engineer,151000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,95000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Machine Learning Infrastructure Engineer,247000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Infrastructure Engineer,152000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Scientist,268000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,137500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Research Engineer,150000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,80000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,187100,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,107600,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,184800,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,161900,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,212000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,93300,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Architect,184000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,96000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Engineer,127900,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,85300,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Analytics Engineer,204000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Analytics Engineer,112500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Scientist,166000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,73100,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Product Manager,220000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Product Manager,137500,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Machine Learning Engineer,204500,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Machine Learning Engineer,142200,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Scientist,170000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,140000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Research Engineer,150000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Research Engineer,80000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Lead,175000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Lead,150000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Analyst,116000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,110000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,132000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,104000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Machine Learning Engineer,175000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,141000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Product Manager,198000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Product Manager,151000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Entry,Full Time,Data Analyst,104000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,83000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Scientist,150000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,Data Scientist,100000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,204500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,142200,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Engineer,185000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,130000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,250000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,125000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,100000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,81500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Analyst,192000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,120500,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Engineer,247300,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,139700,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,64781,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Senior,Full Time,Data Scientist,41027,Namibia,In Person,Namibia,M,Data Scientist,Europe
2023,Executive,Full Time,Data Science,218000,Namibia,In Person,Namibia,M,Other,Americas
2023,Executive,Full Time,Data Science,168000,Namibia,In Person,Namibia,M,Other,Americas
2023,Mid,Full Time,Data Scientist,119200,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,86600,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,184800,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,161900,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Data Engineer,128600,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,100000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Machine Learning Engineer,162240,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Entry,Full Time,Machine Learning Engineer,47840,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Scientist,205500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,128500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Architect,164000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,117000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,AI Engineer,142352,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,AI Engineer,95325,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Business Intelligence Engineer,47238,Namibia,In Person,Namibia,M,Data Engineer,Europe
2023,Mid,Full Time,Business Intelligence Engineer,42030,Namibia,In Person,Namibia,M,Data Engineer,Europe
2023,Mid,Full Time,Machine Learning Engineer,247500,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Machine Learning Engineer,172200,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Entry,Full Time,Data Analyst,47238,Namibia,In Person,Namibia,M,Data Analyst,Oceania
2023,Entry,Full Time,Data Analyst,42030,Namibia,In Person,Namibia,M,Data Analyst,Oceania
2023,Senior,Full Time,Business Intelligence Analyst,61520,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Senior,Full Time,Business Intelligence Analyst,40603,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Mid,Full Time,Data Analyst,134000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Analyst,90000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Engineer,204000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,163200,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Architect,168000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,143000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Scientist,142352,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,95325,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Analyst,105000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,100000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Engineer,179000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,112000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Integration Engineer,150000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Integration Engineer,125000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Research Analyst,131000,Namibia,In Person,Namibia,L,Data Analyst,Americas
2023,Entry,Full Time,Research Analyst,54400,Namibia,In Person,Namibia,L,Data Analyst,Americas
2023,Entry,Full Time,Data Management Analyst,120000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Management Analyst,50000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Engineer,170000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,120000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,359170,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,295490,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,Data Analyst,102000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,92000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Business Intelligence Analyst,132567,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Business Intelligence Analyst,96412,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Applied Scientist,222200,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Mid,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Data Engineer,230000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,170000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,110000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,90000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,172800,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,110000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Research Scientist,135842,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,98794,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,331640,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,267720,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Engineer,266450,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,177700,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Research Engineer,350000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Research Engineer,250000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,ML Engineer,155000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,ML Engineer,125000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Scientist,278700,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,159300,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Mid,Full Time,AI Engineer,171000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,AI Engineer,151000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Research Engineer,266450,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,177700,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,BI Developer,100000,Namibia,Remote,Namibia,M,Business Intelligence,Americas
2023,Mid,Full Time,BI Developer,80000,Namibia,Remote,Namibia,M,Business Intelligence,Americas
2023,Senior,Full Time,Data Engineer,174990,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,132624,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Visualization Specialist,166000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Visualization Specialist,73100,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Machine Learning Engineer,212000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,93300,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Architect,210100,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,95500,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Engineer,184600,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,99400,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,184800,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Research Engineer,107100,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,205000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,155400,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Data Analyst,75065,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,41419,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Scientist,169000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,105500,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,113563,Namibia,In Person,Namibia,M,Data Scientist,Oceania
2023,Mid,Full Time,Data Scientist,102927,Namibia,In Person,Namibia,M,Data Scientist,Oceania
2023,Mid,Full Time,Data Analyst,90500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Analyst,42400,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,234000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,146000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,212000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,93300,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,140000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,100000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Research Engineer,128167,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Research Engineer,85445,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Scientist,212000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,93400,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,BI Analyst,172300,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,BI Analyst,86100,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Engineer,138000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Mid,Full Time,Data Engineer,86000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Entry,Full Time,Research Analyst,179000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Research Analyst,112000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Analytics Engineer,700000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Analytics Engineer,150000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Scientist,179000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,112000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Analyst,122000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,94000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Science Consultant,122000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science Consultant,94000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Analyst,140130,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,84870,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Business Intelligence Engineer,225000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Business Intelligence Engineer,180000,Namibia,In Person,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,165000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,122445,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Architect,154101,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,100758,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Machine Learning Engineer,84000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Asia
2023,Mid,Full Time,Machine Learning Engineer,48000,Namibia,Remote,Namibia,M,Machine Learning Engineer,Asia
2023,Senior,Full Time,ML Engineer,275000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,ML Engineer,187000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Mid,Full Time,Research Scientist,212800,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Mid,Full Time,Research Scientist,124100,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Entry,Full Time,Data Scientist,130000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Entry,Full Time,Data Scientist,80000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,160000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,130000,Namibia,Remote,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Machine Learning Engineer,240810,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Engineer,126800,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Science Engineer,145000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Science Engineer,135000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Architect,222000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,132000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Applied Scientist,250000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,170000,Namibia,Remote,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Machine Learning Infrastructure Engineer,250000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Infrastructure Engineer,150000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Data Architect,222000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,132000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Entry,Full Time,Business Intelligence Analyst,49216,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Entry,Full Time,Business Intelligence Analyst,43064,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Senior,Full Time,Business Data Analyst,94000,Namibia,Hybrid,Namibia,L,Data Analyst,Americas
2023,Senior,Full Time,Data Science,110000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,70000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,245000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,185000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,207900,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,158400,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,138000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,86000,Namibia,In Person,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,135800,Namibia,Remote,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,95100,Namibia,Remote,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,135800,Namibia,Remote,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Science,95100,Namibia,Remote,Namibia,M,Other,Americas
2023,Senior,Full Time,Data Engineer,190000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Data Engineer,160000,Namibia,Remote,Namibia,M,Data Engineer,Americas
2023,Senior,Full Time,Applied Scientist,260000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,136000,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Data Architect,180000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,166375,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Applied Scientist,212800,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Senior,Full Time,Applied Scientist,115100,Namibia,In Person,Namibia,L,Research Scientist,Americas
2023,Mid,Full Time,Data Specialist,60000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Specialist,48000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Scientist,60000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Scientist,55000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Research Scientist,205500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Research Scientist,132500,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Senior,Full Time,Data Analyst,122000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Data Analyst,94000,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Mid,Full Time,Data Science,223600,Namibia,In Person,Namibia,L,Other,Americas
2023,Mid,Full Time,Data Science,115000,Namibia,In Person,Namibia,L,Other,Americas
2023,Mid,Full Time,Research Scientist,165000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Mid,Full Time,Research Scientist,150000,Namibia,In Person,Namibia,M,Research Scientist,Americas
2023,Entry,Full Time,Research Analyst,62000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Research Analyst,49000,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Senior,Full Time,Machine Learning Operations Engineer,160000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Senior,Full Time,Machine Learning Operations Engineer,140000,Namibia,In Person,Namibia,M,Machine Learning Engineer,Americas
2023,Entry,Full Time,Data Analyst,106100,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,74300,Namibia,Remote,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,54137,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Entry,Full Time,Data Analyst,43925,Namibia,In Person,Namibia,M,Data Analyst,Europe
2023,Senior,Full Time,Data Scientist,245000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Senior,Full Time,Data Scientist,185000,Namibia,In Person,Namibia,M,Data Scientist,Americas
2023,Mid,Full Time,Data Manager,132300,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Mid,Full Time,Data Manager,93000,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,234000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Architect,146000,Namibia,Remote,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Manager,96600,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Senior,Full Time,Data Manager,55200,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Entry,Full Time,Data Analyst,83300,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Analyst,47500,Namibia,In Person,Namibia,M,Data Analyst,Americas
2023,Entry,Full Time,Data Visualization Specialist,99300,Namibia,In Person,Namibia,M,Data Management,Americas
2023,Entry,Full Time,Data Visualization Specialist,82800,Namibia,In Person,Namibia,M,Data Management,Americas
